Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
P61145	SYUA_PANTR	reviewed	Alpha-synuclein	GO:0000149; GO:0000287; GO:0001774; GO:0001921; GO:0001956; GO:0001963; GO:0003779; GO:0005507; GO:0005509; GO:0005543; GO:0005615; GO:0005634; GO:0005739; GO:0005829; GO:0005886; GO:0005938; GO:0006631; GO:0006638; GO:0006644; GO:0006919; GO:0007006; GO:0008198; GO:0008270; GO:0008344; GO:0010040; GO:0010517; GO:0010642; GO:0014048; GO:0014059; GO:0015629; GO:0016020; GO:0016082; GO:0016234; GO:0016491; GO:0019894; GO:0022898; GO:0030054; GO:0030426; GO:0030544; GO:0030672; GO:0031092; GO:0031115; GO:0031623; GO:0031648; GO:0032026; GO:0032410; GO:0032496; GO:0032769; GO:0032991; GO:0033138; GO:0034341; GO:0034599; GO:0035067; GO:0035493; GO:0040012; GO:0042393; GO:0042416; GO:0042493; GO:0042775; GO:0042802; GO:0043014; GO:0043025; GO:0043027; GO:0043030; GO:0043524; GO:0045807; GO:0045920; GO:0045921; GO:0048156; GO:0048169; GO:0048471; GO:0048488; GO:0048489; GO:0050544; GO:0050729; GO:0050808; GO:0050812; GO:0051219; GO:0051262; GO:0051281; GO:0051585; GO:0051612; GO:0051622; GO:0060079; GO:0060291; GO:0060732; GO:0070495; GO:0070555; GO:0070840; GO:0071280; GO:0071902; GO:0098794; GO:0099512; GO:1901216; GO:1903136; GO:1903284; GO:1903285; GO:1904715; GO:1905606	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P37840}. Membrane {ECO:0000250|UniProtKB:P37840}. Nucleus {ECO:0000250|UniProtKB:P37840}. Cell junction, synapse {ECO:0000250|UniProtKB:P37840}. Secreted {ECO:0000250|UniProtKB:P37840}. Note=Membrane-bound in dopaminergic neurons. {ECO:0000250|UniProtKB:P37840}.
Q9BG89	SOX9_PANTR	reviewed	Transcription factor SOX-9	GO:0000978; GO:0000981; GO:0001158; GO:0001228; GO:0001501; GO:0001502; GO:0001708; GO:0001837; GO:0001894; GO:0001934; GO:0001942; GO:0002009; GO:0002053; GO:0002062; GO:0002683; GO:0003170; GO:0003179; GO:0003203; GO:0003413; GO:0003415; GO:0003682; GO:0005634; GO:0006334; GO:0006338; GO:0007165; GO:0007173; GO:0007283; GO:0007417; GO:0007507; GO:0008284; GO:0010564; GO:0010628; GO:0010634; GO:0014036; GO:0014068; GO:0019100; GO:0019933; GO:0030279; GO:0030858; GO:0030916; GO:0032331; GO:0032332; GO:0032991; GO:0035019; GO:0035326; GO:0042127; GO:0042981; GO:0043066; GO:0043491; GO:0045662; GO:0045892; GO:0045944; GO:0046533; GO:0048709; GO:0050679; GO:0050680; GO:0051216; GO:0060008; GO:0060041; GO:0060221; GO:0060517; GO:0060729; GO:0060784; GO:0061035; GO:0061138; GO:0065003; GO:0070168; GO:0070371; GO:0071260; GO:0071364; GO:0071504; GO:0071773; GO:0072034; GO:0072289; GO:0090090; GO:0090103; GO:0090184; GO:0090190; GO:2000020; GO:2000741	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267}.
Q5QD29	TAAR1_PANTR	reviewed	Trace amine-associated receptor 1 (TaR-1) (Trace amine receptor 1)	GO:0001594; GO:0005886; GO:0016021	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q5QD28	TAAR5_PANTR	reviewed	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5)	GO:0001594; GO:0005887; GO:0007606; GO:1990081	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q5YCU8	STH_PANTR	reviewed	Saitohin	GO:0005634; GO:0005737	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q6GVM5	TXNG2_PANTR	reviewed	Putative gamma-taxilin 2	GO:0019905	
Q8MIB7	TF2LX_PANTR	reviewed	Homeobox protein TGIF2LX (TGF-beta-induced transcription factor 2-like protein) (TGFB-induced factor 2-like protein, X-linked) (TGIF-like on the X)	GO:0003677; GO:0005634; GO:0006355	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q0ZNK1	SPXN3_PANTR	reviewed	Sperm protein associated with the nucleus on the X chromosome N3 (Nuclear-associated protein SPAN-Xn3) (SPANX-N3) (SPANX family member N3)		
P51454	REL1_PANTR	reviewed	Prorelaxin H1 [Cleaved into: Relaxin B chain; Relaxin A chain] (Fragment)	GO:0005179; GO:0005576	SUBCELLULAR LOCATION: Secreted.
Q646C3	T2R50_PANTR	reviewed	Taste receptor type 2 member 50 (T2R50)	GO:0001580; GO:0004930; GO:0016021; GO:0033038	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q2QLF4	TES_PANTR	reviewed	Testin	GO:0005737; GO:0005925; GO:0008270; GO:0008285	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell junction, focal adhesion {ECO:0000250}. Note=Detected along actin stress fibers. {ECO:0000250}.
Q7JJU6	TBB5_PANTR	reviewed	Tubulin beta chain (Tubulin beta-5 chain)	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005641; GO:0005737; GO:0005874; GO:0007017; GO:0031625; GO:0036464; GO:0042288; GO:0044297; GO:0050807; GO:0051225	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P07437}.
Q646B2	T2R41_PANTR	reviewed	Taste receptor type 2 member 41 (T2R41)	GO:0001580; GO:0004930; GO:0016021	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P61125	TNFB_PANTR	reviewed	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	GO:0002876; GO:0002925; GO:0005125; GO:0005164; GO:0005615; GO:0006959; GO:0016020; GO:0032729; GO:0048535; GO:0050830	SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Membrane {ECO:0000250}. Note=The homotrimer is secreted. The heterotrimer is membrane-associated. {ECO:0000250}.
P61640	THBG_PANTR	reviewed	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)	GO:0004867; GO:0005615; GO:0010951; GO:0070327	SUBCELLULAR LOCATION: Secreted.
Q646C1	T2R30_PANTR	reviewed	Taste receptor type 2 member 30 (Taste receptor type 2 member 47) (T2R47)	GO:0001580; GO:0004930; GO:0016021; GO:0033038	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
A5A6L0	ODPA_PANTR	reviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)	GO:0004738; GO:0004739; GO:0005739; GO:0005759; GO:0006006; GO:0006086; GO:0006099; GO:0045254	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q646A5	T2R60_PANTR	reviewed	Taste receptor type 2 member 60 (T2R60) (T2R56)	GO:0001580; GO:0004930; GO:0016021; GO:0033038	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q646B7	T2R14_PANTR	reviewed	Taste receptor type 2 member 14 (T2R14)	GO:0001580; GO:0004930; GO:0016021; GO:0033038	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q49SQ3	GPR33_PANTR	reviewed	Probable G-protein coupled receptor 33	GO:0002430; GO:0004930; GO:0005886; GO:0006954; GO:0007200; GO:0007204; GO:0016021	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q697L5	T2R38_PANTR	reviewed	Taste receptor type 2 member 38 (T2R38)	GO:0001580; GO:0004930; GO:0016021; GO:0033038	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q9TUA7	OR1A1_PANTR	reviewed	Olfactory receptor 1A1	GO:0004930; GO:0004984; GO:0005886; GO:0007186; GO:0016021	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q95MI5	NKG2A_PANTR	reviewed	NKG2-A/NKG2-B type II integral membrane protein (CD159 antigen-like family member A) (NK cell receptor A) (NKG2-A/B-activating NK receptor) (CD antigen CD159a)	GO:0016021; GO:0023024; GO:0030246; GO:0043235	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
Q5DRF4	PCDAA_PANTR	reviewed	Protocadherin alpha-10 (PCDH-alpha-10)	GO:0005509; GO:0005887; GO:0007155; GO:0007156	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q5DRD0	PCDB4_PANTR	reviewed	Protocadherin beta-4 (PCDH-beta-4)	GO:0005509; GO:0005887; GO:0007155; GO:0007156	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q5DRB5	PCDG5_PANTR	reviewed	Protocadherin gamma-A5 (PCDH-gamma-A5)	GO:0005509; GO:0005887; GO:0007155; GO:0007156	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q6EV56	OFUT2_PANTR	reviewed	GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)	GO:0005783; GO:0005794; GO:0006004; GO:0036066; GO:0046922	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250}. Golgi apparatus {ECO:0000250}. Note=Mainly located in the endoplasmic reticulum. {ECO:0000250}.
Q3KN66	NGB_PANTR	reviewed	Neuroglobin	GO:0005344; GO:0019825; GO:0020037; GO:0046872	
O21798	NU2M_PANTR	reviewed	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	GO:0005743; GO:0006120; GO:0008137; GO:0016021; GO:0070469	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
Q5DRC1	PCDGA_PANTR	reviewed	Protocadherin gamma-A10 (PCDH-gamma-A10)	GO:0005509; GO:0005887; GO:0007155; GO:0007156	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q0MQH1	NDUS4_PANTR	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	GO:0005747; GO:0007420; GO:0008137; GO:0019933; GO:0022900; GO:0032981; GO:0045333; GO:0048146; GO:0051591; GO:0072593	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O43181}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43181}; Matrix side {ECO:0000250|UniProtKB:O43181}.
Q5NDF1	PMGT2_PANTR	reviewed	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2)	GO:0001764; GO:0005783; GO:0005789; GO:0006493; GO:0008375; GO:0016021; GO:0035269	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8NAT1}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q8NAT1}.
Q2F9P2	FA7_PANTR	reviewed	Coagulation factor VII (EC 3.4.21.21) (Serum prothrombin conversion accelerator) [Cleaved into: Factor VII light chain; Factor VII heavy chain]	GO:0002690; GO:0004252; GO:0005509; GO:0005615; GO:0007596	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q0MQA2	NDUA5_PANTR	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	GO:0005747; GO:0022904; GO:0032981	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q16718}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q16718}; Matrix side {ECO:0000250|UniProtKB:Q16718}.
Q0MQE1	NDUB6_PANTR	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit)	GO:0005654; GO:0005747; GO:0006120; GO:0016021; GO:0032981; GO:0042775	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O95139}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000250|UniProtKB:O95139}.
Q0MQC0	NDUAB_PANTR	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	GO:0005747; GO:0016021; GO:0032981; GO:0055114	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q86Y39}; Multi-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000250|UniProtKB:Q86Y39}.
Q5CZK6	INSL4_PANTR	reviewed	Early placenta insulin-like peptide (EPIL) (Insulin-like peptide 4) (Placentin) [Cleaved into: Early placenta insulin-like peptide B chain; Early placenta insulin-like peptide A chain]	GO:0005179; GO:0005576	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
A5A6K6	NDRG2_PANTR	reviewed	Protein NDRG2 (N-myc downstream-regulated gene 2 protein)	GO:0005737; GO:0007165; GO:0007399; GO:0016055; GO:0030154; GO:0030426; GO:0048471	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Cell projection, Neuron projection, growth cone {ECO:0000250}. Note=In neurons, seems to concentrate at axonal growth cone. Perinuclear in neurons (By similarity). {ECO:0000250}.
Q28814	RHLR_PANTR	reviewed	RH-like protein IIR (Rhesus-like protein IIR)	GO:0005887; GO:0008519; GO:0072488	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q30KL1	DB116_PANTR	reviewed	Beta-defensin 116 (Defensin, beta 116)	GO:0005576; GO:0042742; GO:0045087	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
P58756	SOMA_PANTR	reviewed	Somatotropin (Growth hormone) (GH) (GH-N) (Growth hormone 1) (Pituitary growth hormone)	GO:0005131; GO:0005179; GO:0005615; GO:0008083; GO:0031667; GO:0042531; GO:0045927; GO:0046427; GO:0046872; GO:0048513; GO:0050731; GO:0060396	SUBCELLULAR LOCATION: Secreted.
Q95IT1	HLAG_PANTR	reviewed	Patr class I histocompatibility antigen, alpha chain G (MHC class I antigen G)	GO:0001916; GO:0002476; GO:0002486; GO:0005102; GO:0005615; GO:0005886; GO:0006955; GO:0009897; GO:0016021; GO:0042605; GO:0042612	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}.
A2T6X5	RING1_PANTR	reviewed	E3 ubiquitin-protein ligase RING1 (EC 2.3.2.27) (Polycomb complex protein RING1) (RING finger protein 1) (RING-type E3 ubiquitin transferase RING1)	GO:0000151; GO:0003682; GO:0016607; GO:0031519; GO:0035102; GO:0035518; GO:0045892; GO:0046872; GO:0061630	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}.
A2T759	ZNF16_PANTR	reviewed	Zinc finger protein 16	GO:0003677; GO:0005634; GO:0007049; GO:0008284; GO:0033674; GO:0043066; GO:0045648; GO:0045654; GO:0046872; GO:0051301; GO:0051781; GO:0072707; GO:1901989	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P61644	SIA8C_PANTR	reviewed	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII)	GO:0000139; GO:0006486; GO:0006491; GO:0008373; GO:0016021; GO:1990743	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
A2T715	SCND1_PANTR	reviewed	SCAN domain-containing protein 1	GO:0003700; GO:0005634	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00187}.
Q9MZ28	SPG11_PANTR	reviewed	Sperm-associated antigen 11 (EP2 protein)	GO:0005576; GO:0061844	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q5QQ51	XYLT2_PANTR	reviewed	Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 2) (Xylosyltransferase II)	GO:0000139; GO:0000287; GO:0005615; GO:0008375; GO:0015012; GO:0016021; GO:0030145; GO:0030158; GO:0030206; GO:0050650	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9H1B5}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q9H1B5}. Secreted {ECO:0000250|UniProtKB:Q9H1B5}.
O46547	SCNND_PANTR	reviewed	Amiloride-sensitive sodium channel subunit delta (Delta-NaCH) (Epithelial Na(+) channel subunit delta) (Delta-ENaC) (Nonvoltage-gated sodium channel 1 subunit delta) (SCNED)	GO:0005886; GO:0015280; GO:0016021; GO:0050896; GO:0050909	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P51172}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P51172}.
Q2QLE7	WNT2_PANTR	reviewed	Protein Wnt-2	GO:0002053; GO:0005109; GO:0005125; GO:0005615; GO:0005737; GO:0016055; GO:0030182; GO:0031232; GO:0033278; GO:0045165; GO:0045944; GO:0048146; GO:0051091; GO:0055009; GO:0060045; GO:0060317; GO:0060492; GO:0060501; GO:0060716; GO:0061180; GO:0062023; GO:0071560; GO:1904954	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:P09544}. Secreted {ECO:0000250|UniProtKB:P09544}.
Q68US5	EVA1C_PANTR	reviewed	Protein eva-1 homolog C (Protein FAM176C)	GO:0005886; GO:0008201; GO:0016021; GO:0030246	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
A0FI79	INP5E_PANTR	reviewed	Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)	GO:0001726; GO:0004439; GO:0004445; GO:0005886; GO:0005930; GO:0032580; GO:0046856	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:Q9JII1}. Golgi apparatus, Golgi stack membrane {ECO:0000250|UniProtKB:Q9JII1}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9JII1}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9JII1}. Cell membrane {ECO:0000250|UniProtKB:Q9WVR1}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9WVR1}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9WVR1}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q9WVR1}. Cytoplasm {ECO:0000250|UniProtKB:Q9WVR1}. Note=Peripheral membrane protein associated with Golgi stacks. {ECO:0000250|UniProtKB:Q9JII1}.
P03906	NU4M_PANTR	reviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	GO:0005747; GO:0006120; GO:0008137; GO:0009060; GO:0015990; GO:0016021; GO:0048039	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9GME8	NKG2C_PANTR	reviewed	NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c)	GO:0016021; GO:0030246	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
Q95MI4	NKG2E_PANTR	reviewed	NKG2-E type II integral membrane protein (NK cell receptor E) (NKG2-E-activating NK receptor)	GO:0016021; GO:0030246	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
Q5DRB6	PCDG4_PANTR	reviewed	Protocadherin gamma-A4 (PCDH-gamma-A4)	GO:0005509; GO:0005887; GO:0007155; GO:0007156	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
P60049	PABP5_PANTR	reviewed	Polyadenylate-binding protein 5 (PABP-5) (Poly(A)-binding protein 5)	GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0008143; GO:0008266; GO:0010494; GO:1990904	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P61130	SIA4C_PANTR	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 (Alpha 2,3-ST 4) (Beta-galactoside alpha-2,3-sialyltransferase 4) (EC 2.4.99.2) (EC 2.4.99.4) (Alpha 2,3-sialyltransferase IV) (Gal-beta-1,4-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal IV) (ST3GalIV) (Sialyltransferase 4C) (SIAT4-C)	GO:0003836; GO:0005576; GO:0006486; GO:0008373; GO:0009247; GO:0016021; GO:0032580; GO:0047288	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Secreted {ECO:0000250}. Note=Membrane-bound form in trans cisternae of Golgi. Secreted into the body fluid. {ECO:0000250}.
Q28812	RHLF_PANTR	reviewed	RH-like protein IIF (Rhesus-like protein IIF)	GO:0005887; GO:0008519; GO:0072488	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
A5A6I8	RCAN2_PANTR	reviewed	Calcipressin-2 (Down syndrome candidate region 1-like protein 1) (Regulator of calcineurin 2)	GO:0003676; GO:0005737; GO:0008597; GO:0019722; GO:0070884	
Q68US1	TCP1L_PANTR	reviewed	T-complex protein 10A homolog 1 (T-complex protein 10A-1) (TCP10A-1) (TCP10-like)	GO:0003714; GO:0005634; GO:0005814	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8TDR4}.
H2QAR6	SCNNB_PANTR	reviewed	Amiloride-sensitive sodium channel subunit beta (Beta-NaCH) (Epithelial Na(+) channel subunit beta) (Beta-ENaC) (Nonvoltage-gated sodium channel 1 subunit beta) (SCNEB)	GO:0015280; GO:0016021; GO:0016324; GO:0030659; GO:0035725; GO:0050896; GO:0050909	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:P37090}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P37089}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P37090}. Note=Apical membrane of epithelial cells. {ECO:0000250|UniProtKB:P37090}.
Q0MQB1	NDUA8_PANTR	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	GO:0005739; GO:0005747; GO:0005758; GO:0006120; GO:0032981; GO:0044877	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P51970}; Peripheral membrane protein {ECO:0000250|UniProtKB:P51970}. Mitochondrion intermembrane space {ECO:0000250|UniProtKB:P51970}. Mitochondrion {ECO:0000250|UniProtKB:P51970}.
H2QII6	RBP2_PANTR	reviewed	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2)	GO:0003723; GO:0003755; GO:0005634; GO:0005635; GO:0005642; GO:0005643; GO:0005737; GO:0006457; GO:0006607; GO:0008536; GO:0016740; GO:0016925; GO:0031965; GO:0043547; GO:0046872; GO:0051028	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22959972}. Nucleus membrane {ECO:0000269|PubMed:22959972}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:22959972}. Nucleus envelope {ECO:0000250|UniProtKB:P49792}. Note=Detected in diffuse and discrete intranuclear foci. Cytoplasmic filaments. {ECO:0000250|UniProtKB:P49792}.
Q1XHU0	TRI39_PANTR	reviewed	E3 ubiquitin-protein ligase TRIM39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM39) (Tripartite motif-containing protein 39)	GO:0005739; GO:0005829; GO:0006915; GO:0008270; GO:0016567; GO:0016740; GO:0042802; GO:2000059; GO:2001235	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9HCM9}. Mitochondrion {ECO:0000250|UniProtKB:Q9HCM9}. Note=Found predominantly in the cytosol. Partial shift from the cytosol to the mitochondria when colocalized with MOAP1. {ECO:0000250|UniProtKB:Q9HCM9}.
Q5R1W1	SEPT7_PANTR	reviewed	Septin-7 (CDC10 protein homolog) (Fragment)	GO:0000777; GO:0003924; GO:0005525; GO:0005819; GO:0005930; GO:0005940; GO:0007283; GO:0015630; GO:0016476; GO:0030154; GO:0030496; GO:0031105; GO:0031514; GO:0032154; GO:0060271; GO:0061640	SUBCELLULAR LOCATION: Cytoplasm. Chromosome, centromere, kinetochore {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cleavage furrow {ECO:0000250}. Midbody {ECO:0000250}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q16181}. Note=Distributed throughout the cytoplasm in prometaphase cells. Associated with the spindle during metaphase. Associated with the central spindle and at the cleavage furrow in anaphase cells. Detected at the midbody in telophase (By similarity). Associated with actin stress fibers. Found in the sperm annulus (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q16181}.
Q863K1	RNAS9_PANTR	reviewed	Inactive ribonuclease-like protein 9	GO:0003676; GO:0004540; GO:0005576	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q6SJ91	SPXN1_PANTR	reviewed	Sperm protein associated with the nucleus on the X chromosome N1 (Nuclear-associated protein SPAN-Xn1) (SPANX-N1) (SPANX family member N1)		
A5A6J7	RAP1B_PANTR	reviewed	Ras-related protein Rap-1b	GO:0003924; GO:0005525; GO:0005811; GO:0005829; GO:0005886; GO:0005911; GO:0019003; GO:0032486; GO:0033625; GO:0044877; GO:0061028; GO:0071320; GO:1901888; GO:2000114; GO:2000301	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}. Cell junction {ECO:0000250}. Note=May shuttle between plasma membrane and cytosol. Presence of KRIT1 and CDH5 is required for its localization to the cell junction (By similarity). {ECO:0000250}.
P86243	TOMT_PANTR	reviewed	Transmembrane O-methyltransferase (EC 2.1.1.6) (Catechol O-methyltransferase 2) (Protein LRTOMT2)	GO:0005737; GO:0005783; GO:0007605; GO:0016021; GO:0016206; GO:0032502; GO:0042135; GO:0042417; GO:0042424; GO:0045177; GO:0060117; GO:0102084; GO:0102938; GO:1904591	SUBCELLULAR LOCATION: Isoform 1: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm {ECO:0000250|UniProtKB:A1Y9I9}. Endoplasmic reticulum {ECO:0000250|UniProtKB:A1Y9I9}. Note=Localized to the cell body of the cochlear hair cells, but is not present in the stereocilia. Present but not restricted to the apical cistern, Hensen's body and the subsurface cistern. {ECO:0000250|UniProtKB:A1Y9I9}.
