Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
P16255	SRP14_CANLF	reviewed	Signal recognition particle 14 kDa protein (SRP14)	GO:0005786; GO:0005829; GO:0006614; GO:0008312; GO:0030942; GO:0045047	SUBCELLULAR LOCATION: Cytoplasm.
Q85967	VNS1_AHSV9	reviewed	Non-structural protein NS1		
Q89808	VE6_COPV6	reviewed	Protein E6	GO:0003677; GO:0006351; GO:0006355; GO:0030430; GO:0039502; GO:0039526; GO:0039649; GO:0042025; GO:0046872	SUBCELLULAR LOCATION: Host cytoplasm {ECO:0000255|HAMAP-Rule:MF_04006}. Host nucleus {ECO:0000255|HAMAP-Rule:MF_04006}.
Q7T6T0	VEMP_CVCBG	reviewed	Envelope small membrane protein (E protein) (sM protein)	GO:0016021; GO:0044178; GO:0044662; GO:0046760	SUBCELLULAR LOCATION: Host Golgi apparatus membrane {ECO:0000255|HAMAP-Rule:MF_04205}; Single-pass type III membrane protein {ECO:0000255|HAMAP-Rule:MF_04205}. Note=The cytoplasmic tail functions as a Golgi complex-targeting signal. {ECO:0000255|HAMAP-Rule:MF_04205}.
Q03068	VNS1_AHSV4	reviewed	Non-structural protein NS1 (Hydrophobic tubular protein)		
Q64903	VNS3_AHSV1	reviewed	Non-structural protein NS3 [Cleaved into: Non-structural protein NS3A]		
O77592	S35A3_CANLF	reviewed	UDP-N-acetylglucosamine transporter (Golgi UDP-GlcNAc transporter) (Solute carrier family 35 member A3)	GO:0005459; GO:0005794; GO:0008643; GO:0030173; GO:1990569	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P13275	SSS1_SCYCA	reviewed	Spermatid-specific protein S1	GO:0000786; GO:0003677; GO:0005634; GO:0007275; GO:0007283; GO:0030154	SUBCELLULAR LOCATION: Nucleus. Chromosome.
Q45VV3	YAP1_DROME	reviewed	Transcriptional coactivator yorkie (Protein yorkie) (Transcriptional coactivator YAP1 homolog)	GO:0001708; GO:0002011; GO:0003007; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007298; GO:0008134; GO:0008283; GO:0019900; GO:0035212; GO:0035329; GO:0040008; GO:0043066; GO:0045572; GO:0045927; GO:0045944; GO:0051571; GO:0060252; GO:0071889; GO:0072089; GO:0090210; GO:0097575; GO:0120081; GO:1905437	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18256197, ECO:0000269|PubMed:18313299, ECO:0000269|PubMed:19900439, ECO:0000269|PubMed:26954546}. Nucleus {ECO:0000269|PubMed:18256197, ECO:0000269|PubMed:18313299, ECO:0000269|PubMed:19900439}. Note=Predominantly cytoplasmic (PubMed:18313299, PubMed:18256197, PubMed:19900439). sd promotes its nuclear localization (PubMed:18313299). 14-3-3epsilon, 14-3-3zeta and wts inhibit its nuclear localization (PubMed:18256197, PubMed:19900439). {ECO:0000269|PubMed:18256197, ECO:0000269|PubMed:18313299, ECO:0000269|PubMed:19900439}.
Q89828	VL1_COPV6	reviewed	Major capsid protein L1	GO:0005198; GO:0019062; GO:0039620; GO:0042025; GO:0075509	SUBCELLULAR LOCATION: Virion {ECO:0000255|HAMAP-Rule:MF_04002}. Host nucleus {ECO:0000255|HAMAP-Rule:MF_04002}.
O71027	VP7_AHSV6	reviewed	Core protein VP7 (Capsid protein VP7) (VP7 antigen)	GO:0005198; GO:0019031; GO:0019064; GO:0039624; GO:0046789	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
Q49HH9	TS1R3_CANLF	reviewed	Taste receptor type 1 member 3 (Sweet taste receptor T1R3)	GO:0001582; GO:0004930; GO:0005887; GO:0038023; GO:0050917	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P54828	TSHB_CANLF	reviewed	Thyrotropin subunit beta (Thyroid-stimulating hormone subunit beta) (TSH-B) (TSH-beta) (Thyrotropin beta chain)	GO:0005179; GO:0005615; GO:0005737; GO:0007186; GO:0009755	SUBCELLULAR LOCATION: Secreted.
Q89892	VL2_COPV6	reviewed	Minor capsid protein L2	GO:0003677; GO:0005198; GO:0019028; GO:0042025; GO:0044174; GO:0044177; GO:0046718; GO:0075521; GO:0075732	SUBCELLULAR LOCATION: Virion {ECO:0000255|HAMAP-Rule:MF_04003}. Host nucleus {ECO:0000255|HAMAP-Rule:MF_04003}. Host early endosome {ECO:0000255|HAMAP-Rule:MF_04003}. Host Golgi apparatus {ECO:0000255|HAMAP-Rule:MF_04003}.
O71026	VP5_AHSV6	reviewed	Outer capsid protein VP5	GO:0005198; GO:0039624; GO:0039665; GO:0099008	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
D8VNS0	VM3_CERRY	reviewed	Zinc metalloproteinase-disintegrin-like (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)	GO:0004222; GO:0005576; GO:0046872; GO:0090729	SUBCELLULAR LOCATION: Secreted.
P0DJF4	VSPAL_TRIAB	reviewed	Thrombin-like enzyme albolabrase (SVTLE albolabrase) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)	GO:0005576; GO:0008236; GO:0090729	SUBCELLULAR LOCATION: Secreted.
Q2QXL0	TGL11_ORYSJ	reviewed	Transcription factor TGAL11 (bZIP transcription factor 83) (OsbZIP83)	GO:0003700; GO:0005634; GO:0006351; GO:0006952; GO:0043565	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978}.
P36325	VP7_AHSV4	reviewed	Core protein VP7 (Capsid protein VP7) (VP7 antigen)	GO:0005198; GO:0019031; GO:0019064; GO:0039624; GO:0046789	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
Q28260	VCAM1_CANLF	reviewed	Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (CD antigen CD106)	GO:0005178; GO:0005887; GO:0007155; GO:0098609	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q9XSR1	ZN252_CANLF	reviewed	Zinc finger protein 252	GO:0003677; GO:0005634; GO:0006355; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10964405}.
P32553	VP2_AHSV4	reviewed	Outer capsid protein VP2	GO:0005198; GO:0039625	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
Q5TJE2	ZBT22_CANLF	reviewed	Zinc finger and BTB domain-containing protein 22 (Zinc finger protein 297)	GO:0003677; GO:0005634; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q5TJF0	VPS52_CANLF	reviewed	Vacuolar protein sorting-associated protein 52 homolog	GO:0000938; GO:0005829; GO:0006896; GO:0007041; GO:0010008; GO:0015031; GO:0017137; GO:0019905; GO:0032456; GO:0042147; GO:0055037; GO:1990745	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q8N1B4}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8N1B4}. Endosome membrane {ECO:0000250|UniProtKB:Q8N1B4}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8N1B4}. Recycling endosome {ECO:0000250|UniProtKB:Q8N1B4}. Note=Localizes to the trans-Golgi network as part of the GARP complex, while it localizes to recycling endosomes as part of the EARP complex. {ECO:0000250|UniProtKB:Q8N1B4}.
Q9MYV3	VEGFA_CANLF	reviewed	Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)	GO:0001525; GO:0001666; GO:0001934; GO:0001938; GO:0001968; GO:0002040; GO:0002042; GO:0002092; GO:0005125; GO:0005161; GO:0005172; GO:0005615; GO:0005737; GO:0008083; GO:0008201; GO:0008284; GO:0008360; GO:0009986; GO:0010595; GO:0016020; GO:0030141; GO:0030224; GO:0030225; GO:0030949; GO:0031334; GO:0031954; GO:0032147; GO:0032793; GO:0033138; GO:0035148; GO:0035767; GO:0035924; GO:0038033; GO:0038084; GO:0038091; GO:0042056; GO:0043066; GO:0043183; GO:0043184; GO:0043406; GO:0043536; GO:0045766; GO:0045785; GO:0045944; GO:0048010; GO:0048018; GO:0050731; GO:0050927; GO:0050930; GO:0051272; GO:0051781; GO:0051894; GO:0060754; GO:0071456; GO:0090037; GO:0090050; GO:0097475; GO:1900086; GO:1903572	SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Note=Secreted but remains associated to cells or to the extracellular matrix unless released by heparin. {ECO:0000250}.
P54834	TYRO_CANLF	reviewed	Tyrosinase (EC 1.14.18.1) (Monophenol monooxygenase)	GO:0004503; GO:0016021; GO:0033162; GO:0042438; GO:0042470; GO:0043473; GO:0046872	SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000250|UniProtKB:P14679}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P14679}. Melanosome {ECO:0000250|UniProtKB:P11344}. Note=Proper trafficking to melanosome is regulated by SGSM2, ANKRD27, RAB9A, RAB32 and RAB38. {ECO:0000250|UniProtKB:P11344}.
Q5TJF6	S39A7_CANLF	reviewed	Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)	GO:0005385; GO:0005789; GO:0005794; GO:0006882; GO:0016021; GO:0071577	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250}.
P27869	TMD11_CANLF	reviewed	Transmembrane emp24 domain-containing protein 11 (Glycoprotein 25L) (GP25L) (p24 family protein alpha-1) (p24alpha1)	GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0016021; GO:0030134	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein.
Q8WMX5	S15A1_CANLF	reviewed	Solute carrier family 15 member 1 (Intestinal H(+)/peptide cotransporter) (Oligopeptide transporter, small intestine isoform) (Peptide transporter 1)	GO:0005887; GO:0015031; GO:0015333; GO:0016021; GO:0035673; GO:0071916; GO:1904680	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P11207	V_PIV5	reviewed	Non-structural protein V	GO:0003723; GO:0030430; GO:0039502; GO:0039554; GO:0039563; GO:0046872	SUBCELLULAR LOCATION: Host cytoplasm {ECO:0000250}.
Q9TRM8	RELX_CANLF	reviewed	Prorelaxin [Cleaved into: Relaxin B chain; Relaxin A chain]	GO:0005179; GO:0005576	SUBCELLULAR LOCATION: Secreted.
Q7T6S8	NCAP_CVCBG	reviewed	Nucleoprotein (Nucleocapsid protein) (NC) (Protein N)	GO:0003723; GO:0019013; GO:0044172; GO:0044177	SUBCELLULAR LOCATION: Virion {ECO:0000255|HAMAP-Rule:MF_04095}. Host endoplasmic reticulum-Golgi intermediate compartment {ECO:0000255|HAMAP-Rule:MF_04095}. Host Golgi apparatus {ECO:0000255|HAMAP-Rule:MF_04095}. Note=Located inside the virion, complexed with the viral RNA. Probably associates with ER-derived membranes where it participates in viral RNA synthesis and virus budding. {ECO:0000255|HAMAP-Rule:MF_04095}.
Q9GKK5	TBG1_CANLF	reviewed	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	GO:0000070; GO:0000212; GO:0000226; GO:0000278; GO:0000930; GO:0003924; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005827; GO:0005874; GO:0007017; GO:0007020; GO:0007052; GO:0031122	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P23258}.
Q8WNN6	SODC_CANLF	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	GO:0004784; GO:0005507; GO:0005576; GO:0005615; GO:0005634; GO:0005739; GO:0005777; GO:0005829; GO:0019430; GO:0072593	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q01988	UBP11_CANLF	reviewed	Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11) (Fragment)	GO:0004843; GO:0005634; GO:0005694; GO:0005737; GO:0006511; GO:0016579	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P51784}. Cytoplasm {ECO:0000250|UniProtKB:P51784}. Chromosome {ECO:0000250|UniProtKB:P51784}. Note=Predominantly nuclear. Associates with chromatin. {ECO:0000250|UniProtKB:P51784}.
Q64904	VNS3_AHSV4	reviewed	Non-structural protein NS3 [Cleaved into: Non-structural protein NS3A]		
Q9TSX8	VNN1_CANLF	reviewed	Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Tiff66) (Vascular non-inflammatory molecule 1) (Vanin-1)	GO:0005886; GO:0015939; GO:0017159; GO:0031225	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}.
Q5QQ56	XYLT1_CANLF	reviewed	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I)	GO:0000137; GO:0000139; GO:0005615; GO:0008375; GO:0015012; GO:0016021; GO:0030158; GO:0030166; GO:0030206; GO:0043931; GO:0046872; GO:0048706; GO:0050650	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q86Y38}; Single-pass type II membrane protein {ECO:0000250}.
Q91UM2	UNG_VACCA	reviewed	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	GO:0003677; GO:0006281; GO:0016799	
O97758	ZO1_CANLF	reviewed	Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1)	GO:0005516; GO:0005886; GO:0005911; GO:0005921; GO:0005923; GO:0009986; GO:0031410; GO:0070830; GO:0071277	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9792688}; Peripheral membrane protein {ECO:0000269|PubMed:9792688}; Cytoplasmic side {ECO:0000269|PubMed:9792688}. Cell junction, tight junction {ECO:0000269|PubMed:9792688}. Cell junction {ECO:0000250|UniProtKB:P12830}. Cell junction, gap junction {ECO:0000250|UniProtKB:Q07157}. Note=Moves from the cytoplasm to the cell membrane concurrently with cell-cell contact (PubMed:9792688). Distributed over the entire lateral surface of the plasma membrane and other actin-rich structures (PubMed:9792688). Detected at the leading edge of migrating and wounded cells (By similarity). {ECO:0000250|UniProtKB:Q07157, ECO:0000269|PubMed:9792688}.
Q2THW9	ZDHC5_CANLF	reviewed	Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5)	GO:0005886; GO:0016021; GO:0016409; GO:0018345; GO:0019706; GO:0030425	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
O62683	ZO3_CANLF	reviewed	Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3)	GO:0005634; GO:0005886; GO:0005923; GO:0009986	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12021270}; Peripheral membrane protein {ECO:0000269|PubMed:12021270}; Cytoplasmic side {ECO:0000269|PubMed:12021270}. Cell junction, tight junction {ECO:0000269|PubMed:12021270, ECO:0000269|PubMed:9531559}. Nucleus {ECO:0000250|UniProtKB:O95049}. Note=Exhibits predominant nuclear expression in proliferating cells but is exclusively junctionally expressed after confluence is reached (By similarity). Shows an epithelial-specific tight junction localization in a TJP1/TJP2-dependent fashion (By similarity). {ECO:0000250|UniProtKB:O95049, ECO:0000250|UniProtKB:Q9QXY1}.
P33885	VNS3_AHSV9	reviewed	Non-structural protein NS3 [Cleaved into: Non-structural protein NS3A]		
Q86729	VP7_AHSV9	reviewed	Core protein VP7 (Capsid protein VP7) (VP7 antigen)	GO:0005198; GO:0019031; GO:0019064; GO:0039624; GO:0046789	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
Q863H1	SFRP2_CANLF	reviewed	Secreted frizzled-related protein 2 (sFRP-2)	GO:0001968; GO:0005178; GO:0005615; GO:0007267; GO:0007275; GO:0017147; GO:0030154; GO:0033630; GO:0035567; GO:0060070; GO:0062023; GO:0090090; GO:1902230	SUBCELLULAR LOCATION: Secreted.
P54714	TPIS_CANLF	reviewed	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0008929; GO:0019242; GO:0019563; GO:0042803; GO:0046166	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|PROSITE-ProRule:PRU10127}.
Q5TJE7	WDR46_CANLF	reviewed	WD repeat-containing protein 46	GO:0000462; GO:0005730; GO:0032040	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:O15213}.
Q64919	VNS3_AHSV7	reviewed	Non-structural protein NS3 [Cleaved into: Non-structural protein NS3A]		
Q9SUV9	INP1_ARATH	reviewed	Protein INAPERTURATE POLLEN1	GO:0005737; GO:0006351; GO:0010584; GO:0043565	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23136373}. Note=Located at 3 equidistant spots close to the pollen equator. 3-D reconstruction demonstrates that INP1 is restricted not to just 3 spots, but to 3 long and narrow regions underlying the position of future apertures. {ECO:0000269|PubMed:23136373}.
P79149	PININ_CANLF	reviewed	Pinin	GO:0003677; GO:0006397; GO:0008380; GO:0016607; GO:0030057; GO:0035145; GO:0071013; GO:0098609	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}. Cell junction, desmosome {ECO:0000250}. Note=Cell-cell contact area, predominantly desmosome of intercellular adherens junction. Not a nucleocytoplasmic shuttling protein (By similarity). {ECO:0000250}.
P63114	MYG_OTOME	reviewed	Myoglobin	GO:0005344; GO:0019825; GO:0020037; GO:0046872	
Q9ZZ56	NU6M_CANLF	reviewed	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	GO:0008137; GO:0016021; GO:0031966; GO:0070469	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9TTY1	TIMP2_CANLF	reviewed	Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinases 2) (TIMP-2)	GO:0002020; GO:0005615; GO:0008191; GO:0008270; GO:0009725; GO:0010033; GO:0010951; GO:0031012; GO:0034097; GO:0051045	SUBCELLULAR LOCATION: Secreted.
Q8HX86	TPMT_CANLF	reviewed	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	GO:0005737; GO:0008119; GO:0017144; GO:1904047	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q6K1J1	UDB31_CANLF	reviewed	UDP-glucuronosyltransferase 2B31 (UDPGT 2B31) (EC 2.4.1.17)	GO:0005789; GO:0008194; GO:0015020; GO:0016021; GO:0043231	SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q89759	VE7_COPV6	reviewed	Protein E7	GO:0003677; GO:0003700; GO:0006351; GO:0019904; GO:0030430; GO:0039502; GO:0039645; GO:0042025; GO:0046872	SUBCELLULAR LOCATION: Host cytoplasm {ECO:0000255|HAMAP-Rule:MF_04004}. Host nucleus {ECO:0000255|HAMAP-Rule:MF_04004}. Note=Predominantly found in the host nucleus. {ECO:0000255|HAMAP-Rule:MF_04004}.
P00295	PLAS_MERPE	reviewed	Plastocyanin	GO:0005507; GO:0009055; GO:0009535	SUBCELLULAR LOCATION: Plastid, chloroplast thylakoid membrane {ECO:0000269|Ref.1}; Peripheral membrane protein {ECO:0000250|UniProtKB:P18068}; Lumenal side {ECO:0000250|UniProtKB:P18068}. Note=Loosely bound to the inner thylakoid membrane surface in chloroplasts (By similarity).
P81546	TIMP1_CANLF	reviewed	Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	GO:0002020; GO:0005125; GO:0005615; GO:0008083; GO:0008191; GO:0008284; GO:0009725; GO:0010033; GO:0010951; GO:0031012; GO:0034097; GO:0043086; GO:0046872; GO:0051045; GO:2001044	SUBCELLULAR LOCATION: Secreted.
Q9BDP4	VA0E1_CANLF	reviewed	V-type proton ATPase subunit e 1 (V-ATPase subunit e 1) (V-ATPase 9.2 kDa membrane accessory protein) (V-ATPase M9.2 subunit) (Vacuolar proton pump subunit e 1)	GO:0015078; GO:0016021; GO:0016787; GO:0033179; GO:0055085	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q95MM9	SLAF1_CANLF	reviewed	Signaling lymphocytic activation molecule (CD antigen CD150)	GO:0001779; GO:0001787; GO:0002232; GO:0002725; GO:0009897; GO:0010759; GO:0016021; GO:0016032; GO:0031338; GO:0035744; GO:0038023; GO:0042104; GO:0042802; GO:0045087; GO:0045335; GO:0050790; GO:1902714; GO:1902715; GO:2000510	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q13291}; Single-pass type I membrane protein. Note=Present on the surface of B-cells and T-cells. Located at the plasma membrane contacts between neighboring T cells. {ECO:0000250|UniProtKB:Q13291}.
Q9N2I9	UCP3_CANLF	reviewed	Mitochondrial uncoupling protein 3 (UCP 3) (Solute carrier family 25 member 9)	GO:0005743; GO:0009409; GO:0016021; GO:0017077; GO:1990542; GO:1990845	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q5FZI9	URIC_CANLF	reviewed	Uricase (EC 1.7.3.3) (Urate oxidase)	GO:0004846; GO:0005777; GO:0006144; GO:0019628	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.
Q89508	VP2_AHSV3	reviewed	Outer capsid protein VP2	GO:0005198; GO:0039625	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
Q5W7P8	TRBM_CANLF	reviewed	Thrombomodulin (TM) (CD antigen CD141)	GO:0004888; GO:0005509; GO:0005887; GO:0007596; GO:0030195	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q28283	TRIB2_CANLF	reviewed	Tribbles homolog 2 (TRB-2)	GO:0004860; GO:0005634; GO:0005737; GO:0005856; GO:0006468; GO:0008134; GO:0031434; GO:0031625; GO:0032436; GO:0043405; GO:0045081; GO:0045599; GO:0055106	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9342215}. Cytoplasm, cytoskeleton {ECO:0000305|PubMed:9342215}. Note=May associate with the cytoskeleton.
P16967	SSRA_CANLF	reviewed	Translocon-associated protein subunit alpha (TRAP-alpha) (PGP35) (Signal sequence receptor subunit alpha) (SSR-alpha)	GO:0005783; GO:0005789; GO:0016021	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein.
P99503	UHA1_CANLF	reviewed	Unknown protein from spot 11 of 2D-PAGE of heart tissue (Fragment)		
P14763	TSHR_CANLF	reviewed	Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R)	GO:0004996; GO:0005886; GO:0005887; GO:0007166; GO:0007189; GO:0007190; GO:0008528; GO:0009755; GO:0016323; GO:0038023; GO:0038194; GO:0044877; GO:1904588; GO:1905229	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P16473}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P16473}. Basolateral cell membrane {ECO:0000250|UniProtKB:P16473}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P16473}.
Q28295	VWF_CANLF	reviewed	von Willebrand factor (vWF)	GO:0002020; GO:0005178; GO:0005518; GO:0005576; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0019865; GO:0030168; GO:0031589; GO:0033093; GO:0042803; GO:0047485; GO:0051087; GO:0051260; GO:0062023	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10961880}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:10961880}. Note=Localized to storage granules.
Q95165	SCNNB_CANLF	reviewed	Amiloride-sensitive sodium channel subunit beta (Beta-NaCH) (Epithelial Na(+) channel subunit beta) (Beta-ENaC) (Nonvoltage-gated sodium channel 1 subunit beta) (SCNEB)	GO:0005887; GO:0015280; GO:0016324; GO:0030659; GO:0034706; GO:0035725; GO:0050891; GO:0050896; GO:0050909; GO:0055078	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:P37090}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P37089}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P37090}. Note=Apical membrane of epithelial cells. {ECO:0000250|UniProtKB:P37090}.
Q02168	VP5_AHSV4	reviewed	Outer capsid protein VP5	GO:0005198; GO:0039624; GO:0039665; GO:0099008	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
Q8WMS0	S35A2_CANLF	reviewed	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)	GO:0005459; GO:0005794; GO:0008643; GO:0030173	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q96597	VP5_AHSV9	reviewed	Outer capsid protein VP5	GO:0005198; GO:0039624; GO:0039665; GO:0099008	SUBCELLULAR LOCATION: Virion {ECO:0000305}.
D8VNS6	LECM_CERRY	reviewed	C-type lectin (CTL)	GO:0005576; GO:0030246; GO:0046872; GO:0090729	SUBCELLULAR LOCATION: Secreted.
P85219	HLY1C_STACC	reviewed	Hemolysin H1C	GO:0005576; GO:0044179; GO:0090729	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:18752624}.
Q52MZ2	TGA10_TOBAC	reviewed	bZIP transcription factor TGA10 (Protein TGACG (TGA) motif-binding protein 10)	GO:0003700; GO:0005634; GO:0006351; GO:0009733; GO:0009751; GO:0009753; GO:0043565; GO:0045893	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00768, ECO:0000255|PROSITE-ProRule:PRU00978}.
Q863A2	TBX2_CANLF	reviewed	T-box transcription factor TBX2 (T-box protein 2)	GO:0000122; GO:0000977; GO:0001102; GO:0001228; GO:0001708; GO:0001947; GO:0003205; GO:0005634; GO:0007417; GO:0008016; GO:0008284; GO:0035050; GO:0045892; GO:0045944; GO:0090398	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q13207}.
Q00589	SC6A6_CANLF	reviewed	Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)	GO:0005332; GO:0005369; GO:0005886; GO:0005887; GO:0015734; GO:0042165; GO:0043005	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q49LX5	SSR1_CANLF	reviewed	Somatostatin receptor type 1 (SS-1-R) (SS1-R) (SS1R)	GO:0004930; GO:0004994; GO:0005887; GO:0007215; GO:0007218; GO:0042277; GO:0042923; GO:0071392; GO:1990830	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q861Q9	TBX4_CANLF	reviewed	T-box transcription factor TBX4 (T-box protein 4)	GO:0000122; GO:0000977; GO:0001102; GO:0001228; GO:0001525; GO:0001708; GO:0005634; GO:0030326; GO:0035108; GO:0045944; GO:0048705	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00201}.
